0	47.9
0.05	53.95123
0.1	60.44677
0.15	66.02752
0.2	69.54928
0.25	71.69053
0.3	73.35582
0.35	74.74135
0.4	75.97766
0.45	77.08326
0.5	77.95227
0.55	78.71325
0.6	79.52551
0.65	80.40861
0.7	81.34346
0.75	82.2993
0.8	83.20123
0.85	83.97153
0.9	84.6805
0.95	85.41477
1	86.15642
1.05	86.88508
1.1	87.59951
1.15	88.29446
1.2	88.96667
1.25	89.61989
1.3	90.25317
1.35	90.87073
1.4	91.47522
1.45	92.0274
1.5	92.57079
1.55	93.10008
1.6	93.61533
1.65	94.12169
1.7	94.62695
1.75	95.13816
1.8	95.65832
1.85	96.18419
1.9	96.70627
1.95	97.21141
2	97.68753
2.05	98.12835
2.1	98.53511
2.15	98.91446
2.2	99.27404
2.25	99.61929
2.3	99.95283
2.35	100.27601
2.4	100.59044
2.45	100.89845
2.5	101.20255
2.55	101.50485
2.6	101.80686
2.65	102.11004
2.7	102.41657
2.75	102.73045
2.8	103.05854
2.85	103.41082
2.9	103.79908
2.95	104.23346
3	104.71864
3.05	105.25183
3.1	105.82409
3.15	106.42381
3.2	107.04027
3.25	107.66557
3.3	108.29497
3.35	108.92637
3.4	109.55935
3.45	110.19438
3.5	110.83246
3.55	111.47512
3.6	112.12463
3.65	112.78409
3.7	113.45694
3.75	114.1461
3.8	114.85271
3.85	115.57477
3.9	116.30635
3.95	117.03794
4	117.75834
4.05	118.45714
4.1	119.12666
4.15	119.76261
4.2	120.36386
4.25	120.93153
4.3	121.468
4.35	121.97579
4.4	122.45642
4.45	122.90942
4.5	123.33178
4.55	123.71836
4.6	124.06352
4.65	124.36314
4.7	124.61631
4.75	124.82593
4.8	124.99844
4.85	125.14253
4.9	125.26732
4.95	125.38051
5	125.48734
5.05	125.59054
5.1	125.69124
5.15	125.78982
5.2	125.88655
5.25	125.98178
5.3	126.0757
5.35	126.16784
5.4	126.2568
5.45	126.34036
5.5	126.41642
5.55	126.48398
5.6	126.54392
5.65	126.59889
5.7	126.65268
5.75	126.70921
5.8	126.77146
5.85	126.84063
5.9	126.91606
5.95	126.99581
6	127.07759
6.05	127.15935
6.1	127.23924
6.15	127.31526
6.2	127.38508
6.25	127.44634
6.3	127.4973
6.35	127.53748
6.4	127.56819
6.45	127.59265
6.5	127.61549
6.55	127.64178
6.6	127.6757
6.65	127.71944
6.7	127.7726
6.75	127.8322
6.8	127.89355
6.85	127.95157
6.9	128.0024
6.95	128.04443
7	128.07863
7.05	128.10809
7.1	128.13708
7.15	128.1698
7.2	128.20917
7.25	128.25609
7.3	128.30927
7.35	128.36565
7.4	128.42114
7.45	128.47169
7.5	128.51418
7.55	128.547
7.6	128.57016
7.65	128.58493
7.7	128.59331
7.75	128.59744
7.8	128.5992
7.85	128.59979
7.9	128.59996
7.95	128.60001
8	128.60001
8.05	128.60001
8.1	128.60001
8.15	128.60001
8.2	128.60001
8.25	128.60001
8.3	128.60004
8.35	128.60014
8.4	128.6006
8.45	128.60208
8.5	128.60599
8.55	128.61461
8.6	128.63101
8.65	128.65822
8.7	128.69836
8.75	128.75169
8.8	128.81618
8.85	128.88763
8.9	128.96086
8.95	129.03107
9	129.09541
9.05	129.15363
9.1	129.20773
9.15	129.26106
9.2	129.31715
9.25	129.37863
9.3	129.44661
9.35	129.52074
9.4	129.59985
9.45	129.68272
9.5	129.76859
9.55	129.85706
9.6	129.94778
9.65	130.04048
9.7	130.13509
9.75	130.23218
9.8	130.33311
9.85	130.43968
9.9	130.55368
9.95	130.67609
10	130.80658
10.05	130.94318
10.1	131.08257
10.15	131.22087
10.2	131.35461
10.25	131.48141
10.3	131.60025
10.35	131.71126
10.4	131.81551
10.45	131.91444
10.5	132.00948
10.55	132.10178
10.6	132.19203
10.65	132.28065
10.7	132.36781
10.75	132.45367
10.8	132.53838
10.85	132.62219
10.9	132.70541
10.95	132.78839
11	132.87138
11.05	132.95474
11.1	133.03888
11.15	133.12428
11.2	133.21146
11.25	133.30074
11.3	133.39227
11.35	133.48589
11.4	133.58113
11.45	133.6772
11.5	133.77312
11.55	133.86787
11.6	133.9606
11.65	134.05089
11.7	134.13901
11.75	134.22598
11.8	134.31361
11.85	134.40419
11.9	134.49995
11.95	134.60236
12	134.7114
12.05	134.82553
12.1	134.94199
12.15	135.05766
12.2	135.17026
12.25	135.2793
12.3	135.38655
12.35	135.49545
12.4	135.60953
12.45	135.73055
12.5	135.85767
12.55	135.98773
12.6	136.11646
12.65	136.23975
12.7	136.35483
12.75	136.46059
12.8	136.55719
12.85	136.64537
12.9	136.72548
12.95	136.79749
13	136.86134
13.05	136.91789
13.1	136.96913
13.15	137.01804
13.2	137.06789
13.25	137.12123
13.3	137.17896
13.35	137.23978
13.4	137.30034
13.45	137.35641
13.5	137.40416
13.55	137.44128
13.6	137.46742
13.65	137.48389
13.7	137.493
13.75	137.49725
13.8	137.49854
13.85	137.49763
13.9	137.49403
13.95	137.48611
14	137.47157
14.05	137.448
14.1	137.41359
14.15	137.36751
14.2	137.31012
14.25	137.24283
14.3	137.1678
14.35	137.08748
14.4	137.00407
14.45	136.91922
14.5	136.83379
14.55	136.74794
14.6	136.6613
14.65	136.5733
14.7	136.48351
14.75	136.39172
14.8	136.29826
14.85	136.20383
14.9	136.10934
14.95	136.01578
15	135.92383
15.05	135.83383
15.1	135.74554
15.15	135.65823
15.2	135.5706
15.25	135.4809
15.3	135.38719
15.35	135.28786
15.4	135.1821
15.45	135.07047
15.5	134.95479
15.55	134.83784
15.6	134.72253
15.65	134.61087
15.7	134.50304
15.75	134.39706
15.8	134.28934
15.85	134.17604
15.9	134.05478
15.95	133.92538
16	133.79012
16.05	133.65298
16.1	133.51875
16.15	133.39183
16.2	133.27521
16.25	133.1701
16.3	133.07608
16.35	132.99139
16.4	132.9136
16.45	132.84009
16.5	132.76884
16.55	132.69913
16.6	132.63232
16.65	132.57201
16.7	132.5233
16.75	132.49146
16.8	132.48022
16.85	132.49062
16.9	132.52045
16.95	132.56473
17	132.61703
17.05	132.67151
17.1	132.7245
17.15	132.77528
17.2	132.82545
17.25	132.87749
17.3	132.93329
