17.35	132.99306
17.4	133.05492
17.45	133.11572
17.5	133.17229
17.55	133.22279
17.6	133.26753
17.65	133.30875
17.7	133.35004
17.75	133.3951
17.8	133.44659
17.85	133.50539
17.9	133.57056
17.95	133.64021
18	133.71257
18.05	133.78668
18.1	133.86287
18.15	133.94237
18.2	134.0267
18.25	134.11681
18.3	134.21228
18.35	134.31122
18.4	134.41052
18.45	134.50664
18.5	134.59645
18.55	134.67822
18.6	134.75208
18.65	134.81982
18.7	134.88429
18.75	134.94823
18.8	135.0134
18.85	135.07986
18.9	135.14592
18.95	135.20848
19	135.26414
19.05	135.3102
19.1	135.34532
19.15	135.36977
19.2	135.38506
19.25	135.39352
19.3	135.3976
19.35	135.39925
19.4	135.39981
19.45	135.39996
19.5	135.39999
19.55	135.39999
19.6	135.39999
19.65	135.39999
19.7	135.39999
